record_id,region,region_cost_index,budget_level,food_category,meal_price_lkr,daily_food_price_lkr,data_origin
18868,Sabaragamuwa Province,1.0,MID,Local restaurant,1383.68,4151.04,reference-derived scenario
18869,Eastern Province,1.02,LOW,Local cafe,1079.8,3239.39,reference-derived scenario
18870,Western Province,1.18,LOW,Local cafe,1197.91,3593.74,reference-derived scenario
18871,Uva Province,1.02,HIGH,Premium restaurant,4546.01,13638.02,reference-derived scenario
18872,Southern Province,1.2,LOW,Local rice & curry,669.33,2007.99,reference-derived scenario
18873,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,852.2,2556.61,reference-derived scenario
18874,Eastern Province,1.02,MID,Hotel buffet / restaurant,2330.05,6990.15,reference-derived scenario
18875,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2726.62,8179.85,reference-derived scenario
18876,Southern Province,1.2,MID,Tourist restaurant,2398.57,7195.72,reference-derived scenario
18877,Northern Province,1.0,LOW,Local cafe,723.13,2169.4,reference-derived scenario
18878,Western Province,1.18,HIGH,High-end seafood,9416.84,28250.53,reference-derived scenario
18879,Western Province,1.18,MID,Tourist restaurant,3300.61,9901.84,reference-derived scenario
18880,North Western Province,1.03,LOW,Local cafe,1074.74,3224.21,reference-derived scenario
18881,Uva Province,1.02,LOW,Local rice & curry,598.46,1795.37,reference-derived scenario
18882,Cultural Triangle / North Central,1.05,LOW,Local cafe,1014.72,3044.17,reference-derived scenario
18883,Northern Province,1.0,LOW,Local rice & curry,661.23,1983.7,reference-derived scenario
18884,Eastern Province,1.02,MID,Tourist restaurant,1953.86,5861.57,reference-derived scenario
18885,Western Province,1.18,MID,Hotel buffet / restaurant,3183.55,9550.64,reference-derived scenario
18886,Uva Province,1.02,MID,Hotel buffet / restaurant,3373.14,10119.42,reference-derived scenario
18887,North Western Province,1.03,MID,Local restaurant,994.23,2982.68,reference-derived scenario
18888,Upcountry / Central Highlands,1.08,HIGH,Premium restaurant,5390.77,16172.3,reference-derived scenario
18889,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2559.26,7677.77,reference-derived scenario
18890,Eastern Province,1.02,LOW,Local rice & curry,566.88,1700.63,reference-derived scenario
18891,North Western Province,1.03,MID,Tourist restaurant,1886.52,5659.55,reference-derived scenario
18892,Sabaragamuwa Province,1.0,LOW,Local cafe,1043.39,3130.16,reference-derived scenario
18893,Western Province,1.18,HIGH,High-end seafood,6964.21,20892.62,reference-derived scenario
18894,North Western Province,1.03,HIGH,Luxury hotel dining,11381.68,34145.03,reference-derived scenario
18895,Uva Province,1.02,MID,Hotel buffet / restaurant,2483.02,7449.06,reference-derived scenario
18896,Northern Province,1.0,MID,Local restaurant,1422.51,4267.53,reference-derived scenario
18897,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2077.77,6233.31,reference-derived scenario
18898,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,684.62,2053.86,reference-derived scenario
18899,Western Province,1.18,LOW,Local cafe,1258.12,3774.36,reference-derived scenario
18900,Southern Province,1.2,MID,Tourist restaurant,3200.0,9600.0,reference-derived scenario
18901,Southern Province,1.2,LOW,Street food,354.45,1063.36,reference-derived scenario
18902,Eastern Province,1.02,LOW,Street food,373.65,1120.95,reference-derived scenario
18903,Sabaragamuwa Province,1.0,LOW,Local cafe,1033.55,3100.66,reference-derived scenario
18904,Eastern Province,1.02,LOW,Street food,280.82,842.45,reference-derived scenario
18905,North Western Province,1.03,LOW,Local cafe,834.41,2503.22,reference-derived scenario
18906,North Western Province,1.03,LOW,Street food,378.4,1135.2,reference-derived scenario
18907,Cultural Triangle / North Central,1.05,LOW,Local cafe,876.22,2628.65,reference-derived scenario
18908,Uva Province,1.02,MID,Hotel buffet / restaurant,2586.28,7758.85,reference-derived scenario
18909,Eastern Province,1.02,MID,Local restaurant,1379.29,4137.86,reference-derived scenario
18910,North Western Province,1.03,LOW,Street food,289.21,867.62,reference-derived scenario
18911,Eastern Province,1.02,LOW,Local rice & curry,834.94,2504.81,reference-derived scenario
18912,North Western Province,1.03,LOW,Street food,446.14,1338.41,reference-derived scenario
18913,Western Province,1.18,LOW,Local cafe,929.53,2788.6,reference-derived scenario
18914,Cultural Triangle / North Central,1.05,LOW,Street food,338.09,1014.26,reference-derived scenario
18915,Uva Province,1.02,LOW,Local rice & curry,803.28,2409.83,reference-derived scenario
18916,North Western Province,1.03,MID,Hotel buffet / restaurant,2623.44,7870.32,reference-derived scenario
18917,Northern Province,1.0,MID,Tourist restaurant,1847.95,5543.84,reference-derived scenario
18918,North Western Province,1.03,MID,Hotel buffet / restaurant,3648.75,10946.26,reference-derived scenario
18919,Eastern Province,1.02,LOW,Local rice & curry,727.93,2183.78,reference-derived scenario
18920,Northern Province,1.0,LOW,Local cafe,815.71,2447.12,reference-derived scenario
18921,Uva Province,1.02,HIGH,Luxury hotel dining,9943.29,29829.86,reference-derived scenario
18922,Eastern Province,1.02,LOW,Local rice & curry,691.17,2073.52,reference-derived scenario
18923,Eastern Province,1.02,MID,Tourist restaurant,1969.5,5908.51,reference-derived scenario
18924,North Western Province,1.03,HIGH,Luxury hotel dining,7541.83,22625.48,reference-derived scenario
18925,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2726.27,8178.8,reference-derived scenario
18926,Southern Province,1.2,MID,Hotel buffet / restaurant,4281.87,12845.62,reference-derived scenario
18927,Uva Province,1.02,HIGH,Luxury hotel dining,7710.84,23132.51,reference-derived scenario
18928,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5073.28,15219.83,reference-derived scenario
18929,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,4513.11,13539.32,reference-derived scenario
18930,Western Province,1.18,MID,Tourist restaurant,2391.83,7175.5,reference-derived scenario
18931,Uva Province,1.02,LOW,Local rice & curry,815.11,2445.32,reference-derived scenario
18932,Upcountry / Central Highlands,1.08,LOW,Street food,399.88,1199.65,reference-derived scenario
18933,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,4632.96,13898.87,reference-derived scenario
18934,Northern Province,1.0,LOW,Local cafe,1112.45,3337.34,reference-derived scenario
18935,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,2614.52,7843.55,reference-derived scenario
18936,Uva Province,1.02,MID,Hotel buffet / restaurant,2306.67,6920.01,reference-derived scenario
18937,Uva Province,1.02,MID,Tourist restaurant,2204.63,6613.88,reference-derived scenario
18938,Uva Province,1.02,MID,Local restaurant,1302.5,3907.49,reference-derived scenario
18939,North Western Province,1.03,HIGH,Luxury hotel dining,8567.36,25702.08,reference-derived scenario
18940,Sabaragamuwa Province,1.0,LOW,Street food,401.0,1203.0,reference-derived scenario
18941,Western Province,1.18,LOW,Local cafe,1225.01,3675.02,reference-derived scenario
18942,Western Province,1.18,LOW,Local cafe,1303.21,3909.64,reference-derived scenario
18943,North Western Province,1.03,LOW,Local cafe,798.7,2396.1,reference-derived scenario
18944,Upcountry / Central Highlands,1.08,MID,Local restaurant,1090.65,3271.95,reference-derived scenario
18945,Western Province,1.18,LOW,Local rice & curry,719.04,2157.13,reference-derived scenario
18946,Uva Province,1.02,MID,Local restaurant,985.2,2955.6,reference-derived scenario
18947,Sabaragamuwa Province,1.0,MID,Tourist restaurant,1994.07,5982.2,reference-derived scenario
18948,Cultural Triangle / North Central,1.05,LOW,Local cafe,1082.04,3246.11,reference-derived scenario
18949,Western Province,1.18,LOW,Local cafe,898.89,2696.66,reference-derived scenario
18950,Eastern Province,1.02,LOW,Street food,299.92,899.75,reference-derived scenario
18951,Western Province,1.18,LOW,Local cafe,1213.79,3641.38,reference-derived scenario
18952,North Western Province,1.03,LOW,Local rice & curry,534.9,1604.7,reference-derived scenario
18953,Uva Province,1.02,LOW,Street food,434.63,1303.9,reference-derived scenario
18954,Uva Province,1.02,HIGH,Premium restaurant,5280.04,15840.12,reference-derived scenario
18955,Cultural Triangle / North Central,1.05,MID,Tourist restaurant,2485.29,7455.88,reference-derived scenario
18956,Sabaragamuwa Province,1.0,MID,Tourist restaurant,1969.64,5908.92,reference-derived scenario
18957,Eastern Province,1.02,MID,Hotel buffet / restaurant,3330.34,9991.01,reference-derived scenario
18958,Uva Province,1.02,HIGH,Premium restaurant,4319.56,12958.68,reference-derived scenario
18959,Uva Province,1.02,HIGH,Luxury hotel dining,9287.14,27861.41,reference-derived scenario
18960,North Western Province,1.03,HIGH,Luxury hotel dining,8468.9,25406.69,reference-derived scenario
18961,Uva Province,1.02,HIGH,High-end seafood,8078.03,24234.09,reference-derived scenario
18962,Upcountry / Central Highlands,1.08,MID,Local restaurant,1207.84,3623.51,reference-derived scenario
18963,Upcountry / Central Highlands,1.08,LOW,Local cafe,764.17,2292.51,reference-derived scenario
18964,Eastern Province,1.02,LOW,Local rice & curry,775.62,2326.85,reference-derived scenario
18965,Eastern Province,1.02,LOW,Local cafe,879.25,2637.76,reference-derived scenario
18966,Northern Province,1.0,LOW,Local rice & curry,792.97,2378.9,reference-derived scenario
18967,Upcountry / Central Highlands,1.08,MID,Local restaurant,1588.92,4766.75,reference-derived scenario
18968,Upcountry / Central Highlands,1.08,LOW,Local cafe,1202.48,3607.44,reference-derived scenario
18969,Western Province,1.18,MID,Local restaurant,1313.4,3940.21,reference-derived scenario
18970,Northern Province,1.0,MID,Local restaurant,1478.72,4436.15,reference-derived scenario
18971,Western Province,1.18,LOW,Street food,336.47,1009.42,reference-derived scenario
18972,Upcountry / Central Highlands,1.08,LOW,Street food,333.43,1000.28,reference-derived scenario
18973,Cultural Triangle / North Central,1.05,LOW,Street food,345.83,1037.48,reference-derived scenario
18974,Cultural Triangle / North Central,1.05,MID,Local restaurant,1233.81,3701.44,reference-derived scenario
18975,Eastern Province,1.02,MID,Tourist restaurant,2184.5,6553.5,reference-derived scenario
18976,Uva Province,1.02,MID,Hotel buffet / restaurant,2403.77,7211.3,reference-derived scenario
18977,Southern Province,1.2,LOW,Local cafe,960.73,2882.18,reference-derived scenario
18978,Sabaragamuwa Province,1.0,LOW,Local rice & curry,581.64,1744.93,reference-derived scenario
18979,North Western Province,1.03,MID,Hotel buffet / restaurant,3437.55,10312.66,reference-derived scenario
18980,Uva Province,1.02,MID,Local restaurant,1496.33,4488.98,reference-derived scenario
18981,Western Province,1.18,MID,Tourist restaurant,3258.59,9775.77,reference-derived scenario
18982,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,827.09,2481.27,reference-derived scenario
18983,Eastern Province,1.02,LOW,Street food,280.53,841.59,reference-derived scenario
18984,Southern Province,1.2,LOW,Street food,501.09,1503.27,reference-derived scenario
18985,Sabaragamuwa Province,1.0,LOW,Local rice & curry,593.21,1779.64,reference-derived scenario
18986,Eastern Province,1.02,HIGH,Luxury hotel dining,10885.01,32655.04,reference-derived scenario
18987,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5908.48,17725.45,reference-derived scenario
18988,Upcountry / Central Highlands,1.08,MID,Local restaurant,1385.21,4155.63,reference-derived scenario
18989,Southern Province,1.2,LOW,Local cafe,1271.41,3814.24,reference-derived scenario
18990,Cultural Triangle / North Central,1.05,LOW,Street food,465.44,1396.32,reference-derived scenario
18991,Northern Province,1.0,HIGH,Premium restaurant,4183.54,12550.61,reference-derived scenario
18992,Eastern Province,1.02,MID,Tourist restaurant,2721.7,8165.09,reference-derived scenario
18993,North Western Province,1.03,HIGH,Premium restaurant,3634.78,10904.35,reference-derived scenario
18994,Upcountry / Central Highlands,1.08,MID,Hotel buffet / restaurant,2377.48,7132.43,reference-derived scenario
18995,Cultural Triangle / North Central,1.05,LOW,Local rice & curry,683.21,2049.62,reference-derived scenario
18996,North Western Province,1.03,MID,Tourist restaurant,2175.57,6526.7,reference-derived scenario
18997,Western Province,1.18,LOW,Local cafe,1100.83,3302.5,reference-derived scenario
18998,Upcountry / Central Highlands,1.08,MID,Tourist restaurant,2009.03,6027.1,reference-derived scenario
18999,Uva Province,1.02,LOW,Local cafe,1145.44,3436.31,reference-derived scenario
19000,Southern Province,1.2,HIGH,Premium restaurant,5173.96,15521.88,reference-derived scenario
19001,Uva Province,1.02,LOW,Local cafe,1023.24,3069.73,reference-derived scenario
19002,Sabaragamuwa Province,1.0,HIGH,Luxury hotel dining,9460.16,28380.49,reference-derived scenario
19003,Cultural Triangle / North Central,1.05,HIGH,Premium restaurant,5465.21,16395.63,reference-derived scenario
19004,Uva Province,1.02,HIGH,High-end seafood,5508.36,16525.09,reference-derived scenario
19005,Uva Province,1.02,MID,Local restaurant,1267.41,3802.22,reference-derived scenario
19006,Cultural Triangle / North Central,1.05,LOW,Local cafe,1060.28,3180.84,reference-derived scenario
19007,Western Province,1.18,HIGH,Luxury hotel dining,11803.78,35411.33,reference-derived scenario
19008,Southern Province,1.2,LOW,Street food,418.62,1255.85,reference-derived scenario
19009,Upcountry / Central Highlands,1.08,LOW,Local rice & curry,690.57,2071.72,reference-derived scenario
19010,North Western Province,1.03,HIGH,Luxury hotel dining,7780.47,23341.41,reference-derived scenario
19011,Western Province,1.18,LOW,Local rice & curry,630.89,1892.67,reference-derived scenario
19012,Eastern Province,1.02,LOW,Local cafe,1132.68,3398.04,reference-derived scenario
19013,North Western Province,1.03,LOW,Street food,449.6,1348.8,reference-derived scenario
19014,Cultural Triangle / North Central,1.05,LOW,Local cafe,1030.75,3092.26,reference-derived scenario
19015,Southern Province,1.2,LOW,Local cafe,1230.69,3692.07,reference-derived scenario
19016,Sabaragamuwa Province,1.0,MID,Hotel buffet / restaurant,3253.11,9759.32,reference-derived scenario
19017,Uva Province,1.02,LOW,Street food,432.85,1298.56,reference-derived scenario
19018,Uva Province,1.02,LOW,Local cafe,749.59,2248.77,reference-derived scenario
19019,Uva Province,1.02,MID,Local restaurant,1005.95,3017.85,reference-derived scenario
19020,Northern Province,1.0,HIGH,Premium restaurant,5276.84,15830.53,reference-derived scenario
19021,North Western Province,1.03,HIGH,Premium restaurant,4451.15,13353.46,reference-derived scenario
19022,Northern Province,1.0,MID,Hotel buffet / restaurant,2964.34,8893.02,reference-derived scenario
19023,Northern Province,1.0,LOW,Local rice & curry,589.3,1767.9,reference-derived scenario
19024,Uva Province,1.02,HIGH,Luxury hotel dining,11111.08,33333.24,reference-derived scenario
19025,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3429.97,10289.9,reference-derived scenario
19026,Western Province,1.18,LOW,Local cafe,832.32,2496.97,reference-derived scenario
19027,Sabaragamuwa Province,1.0,LOW,Local cafe,733.36,2200.07,reference-derived scenario
19028,Eastern Province,1.02,MID,Local restaurant,1565.48,4696.43,reference-derived scenario
19029,Cultural Triangle / North Central,1.05,MID,Hotel buffet / restaurant,3061.76,9185.27,reference-derived scenario
19030,Northern Province,1.0,HIGH,Luxury hotel dining,9478.75,28436.24,reference-derived scenario
