record_id,budget_level,travellers,transport_mode,route_distance_km,public_transport_coverage,estimated_transport_cost_lkr,data_origin
18947,HIGH,1,Public transport + Van - Uber/PickMe,320.51,0.912,7474.84,reference-derived scenario
18948,HIGH,6,Private driver + Minivan,656.18,0.0,80193.86,reference-derived scenario
18949,MID,17,Public transport + 2 Vans - Uber/PickMe,601.52,0.593,122958.7,reference-derived scenario
18950,LOW,19,Public transport + 2 Vans - Uber/PickMe,174.78,0.66,34335.98,reference-derived scenario
18951,HIGH,2,Public transport + Van - Uber/PickMe,503.61,0.54,44196.25,reference-derived scenario
18952,MID,17,2 Vans - Uber/PickMe,26.01,0.0,11040.93,reference-derived scenario
18953,HIGH,19,Private driver + 2 Vans,755.51,0.0,267678.66,reference-derived scenario
18954,HIGH,7,Van - Uber/PickMe,720.58,0.0,119745.85,reference-derived scenario
18955,LOW,9,Public transport + Van - Uber/PickMe,8.6,0.698,2527.52,reference-derived scenario
18956,LOW,15,Public transport + Van - Uber/PickMe,946.53,0.562,111246.32,reference-derived scenario
18957,LOW,11,Public transport + Van - Uber/PickMe,128.75,0.365,17218.31,reference-derived scenario
18958,LOW,2,Public transport + Minivan - Uber/PickMe,553.05,0.631,29565.77,reference-derived scenario
18959,MID,18,2 Vans - Uber/PickMe,426.18,0.0,162561.15,reference-derived scenario
18960,LOW,5,Public transport + Minivan - Uber/PickMe,41.15,0.651,3117.47,reference-derived scenario
18961,HIGH,2,Minivan - Uber/PickMe,691.89,0.0,80512.6,reference-derived scenario
18962,HIGH,14,Public transport + 2 Minivans - Uber/PickMe,778.53,0.572,110486.36,reference-derived scenario
18963,MID,12,Van - Uber/PickMe,524.95,0.0,100526.64,reference-derived scenario
18964,MID,3,Tuk/Taxi - Uber/PickMe,686.4,0.0,51375.46,reference-derived scenario
18965,MID,16,2 Vans - Uber/PickMe,790.06,0.0,299982.75,reference-derived scenario
18966,MID,14,Public transport + 2 Minivans - Uber/PickMe,508.15,0.52,85084.48,reference-derived scenario
18967,MID,11,Public transport + Van - Uber/PickMe,711.54,0.763,57496.29,reference-derived scenario
18968,MID,13,Van - Uber/PickMe,256.14,0.0,44020.83,reference-derived scenario
18969,MID,7,Public transport + Van - Uber/PickMe,426.41,0.658,35989.19,reference-derived scenario
18970,LOW,20,Public transport + 2 Vans - Uber/PickMe,250.19,0.812,38239.69,reference-derived scenario
18971,MID,9,Van - Uber/PickMe,751.57,0.0,136401.64,reference-derived scenario
18972,MID,10,Public transport + Van - Uber/PickMe,774.72,0.678,75141.8,reference-derived scenario
18973,LOW,20,Public transport + 2 Vans - Uber/PickMe,696.06,0.876,88636.81,reference-derived scenario
18974,MID,6,Van - Uber/PickMe,265.63,0.0,52096.44,reference-derived scenario
18975,MID,20,2 Vans - Uber/PickMe,819.0,0.0,305984.24,reference-derived scenario
18976,MID,4,Tuk/Taxi - Uber/PickMe,868.95,0.0,79199.66,reference-derived scenario
18977,MID,16,Public transport + 2 Vans - Uber/PickMe,824.56,0.797,110992.73,reference-derived scenario
18978,MID,20,Public transport + 2 Vans - Uber/PickMe,683.1,0.423,166176.71,reference-derived scenario
18979,LOW,11,Public transport + Van - Uber/PickMe,251.49,0.666,25197.93,reference-derived scenario
18980,MID,10,Public transport + Van - Uber/PickMe,716.79,0.701,59924.48,reference-derived scenario
18981,LOW,7,Public transport + Minivan - Uber/PickMe,813.98,0.394,75764.82,reference-derived scenario
18982,HIGH,10,Private driver + Van,547.76,0.0,94394.18,reference-derived scenario
18983,LOW,9,Public transport + Van - Uber/PickMe,380.69,0.481,44178.26,reference-derived scenario
18984,MID,19,2 Vans - Uber/PickMe,332.97,0.0,126827.81,reference-derived scenario
18985,HIGH,2,Public transport + Tuk/Taxi,381.12,0.56,15085.51,reference-derived scenario
18986,LOW,5,Public transport + Minivan - Uber/PickMe,79.08,0.731,4658.07,reference-derived scenario
18987,LOW,12,Public transport + Van - Uber/PickMe,868.86,0.834,73239.56,reference-derived scenario
18988,LOW,19,Public transport + 2 Vans - Uber/PickMe,501.76,0.46,127003.43,reference-derived scenario
18989,MID,18,Public transport + 2 Vans - Uber/PickMe,138.53,0.682,28758.01,reference-derived scenario
18990,MID,17,2 Vans - Uber/PickMe,627.41,0.0,237270.67,reference-derived scenario
18991,LOW,2,Public transport + Tuk/Taxi,915.75,0.742,25957.49,reference-derived scenario
18992,MID,10,Public transport + Van - Uber/PickMe,935.73,0.432,110037.49,reference-derived scenario
18993,LOW,3,Public transport + Minivan - Uber/PickMe,931.27,0.46,71452.88,reference-derived scenario
18994,LOW,12,Public transport + Van - Uber/PickMe,570.44,0.61,59905.23,reference-derived scenario
18995,LOW,12,Public transport + Van - Uber/PickMe,207.92,0.354,29287.88,reference-derived scenario
18996,HIGH,15,Van - Uber/PickMe,274.37,0.0,45850.25,reference-derived scenario
18997,LOW,10,Public transport + Van - Uber/PickMe,302.0,0.464,38590.07,reference-derived scenario
18998,MID,5,Minivan - Uber/PickMe,726.96,0.0,86188.38,reference-derived scenario
18999,MID,7,Van - Uber/PickMe,667.76,0.0,113795.82,reference-derived scenario
19000,LOW,19,Public transport + 2 Vans - Uber/PickMe,476.27,0.616,100196.83,reference-derived scenario
19001,HIGH,5,Public transport + Minivan - Uber/PickMe,251.56,0.727,13890.97,reference-derived scenario
19002,MID,20,2 Vans - Uber/PickMe,304.08,0.0,102541.57,reference-derived scenario
19003,MID,18,Public transport + 2 Vans - Uber/PickMe,892.38,0.638,172703.04,reference-derived scenario
19004,LOW,17,Public transport + 2 Vans - Uber/PickMe,87.83,0.521,20882.78,reference-derived scenario
19005,MID,4,Public transport + Minivan - Uber/PickMe,108.26,0.592,7604.23,reference-derived scenario
19006,MID,10,Public transport + Van - Uber/PickMe,556.3,0.452,69727.18,reference-derived scenario
19007,MID,7,Minivan - Uber/PickMe,767.82,0.0,98156.72,reference-derived scenario
19008,MID,16,Public transport + 2 Vans - Uber/PickMe,919.08,0.61,170377.94,reference-derived scenario
19009,LOW,7,Public transport + Minivan - Uber/PickMe,598.96,0.537,48281.7,reference-derived scenario
19010,LOW,4,Public transport + Minivan - Uber/PickMe,545.67,0.417,46766.35,reference-derived scenario
19011,HIGH,7,Minivan - Uber/PickMe,634.13,0.0,74477.51,reference-derived scenario
19012,LOW,7,Public transport + Minivan - Uber/PickMe,236.46,0.554,19417.97,reference-derived scenario
19013,MID,20,2 Vans - Uber/PickMe,875.94,0.0,311201.78,reference-derived scenario
19014,LOW,20,Public transport + 2 Vans - Uber/PickMe,606.51,0.946,63878.78,reference-derived scenario
19015,LOW,3,Public transport + Tuk/Taxi,460.88,0.375,27383.69,reference-derived scenario
19016,LOW,3,Public transport + Van - Uber/PickMe,739.1,0.691,53065.34,reference-derived scenario
19017,MID,7,Van - Uber/PickMe,714.9,0.0,123040.88,reference-derived scenario
19018,LOW,12,Public transport + Van - Uber/PickMe,613.97,0.608,64857.68,reference-derived scenario
19019,LOW,11,Public transport + Van - Uber/PickMe,708.87,0.896,44883.53,reference-derived scenario
19020,MID,10,Van - Uber/PickMe,523.98,0.0,86378.49,reference-derived scenario
19021,MID,5,Public transport + Van - Uber/PickMe,267.74,0.538,25114.02,reference-derived scenario
19022,LOW,19,Public transport + 2 Vans - Uber/PickMe,831.74,0.431,191884.02,reference-derived scenario
19023,HIGH,10,Private driver + Van,221.94,0.0,39016.63,reference-derived scenario
19024,MID,16,Public transport + 2 Vans - Uber/PickMe,252.38,0.786,39560.08,reference-derived scenario
19025,HIGH,9,Public transport + Van - Uber/PickMe,645.1,0.855,40148.84,reference-derived scenario
19026,HIGH,10,Public transport + Van - Uber/PickMe,353.53,0.809,25637.53,reference-derived scenario
19027,MID,12,Public transport + Van - Uber/PickMe,787.81,0.925,55930.41,reference-derived scenario
19028,MID,19,2 Vans - Uber/PickMe,520.27,0.0,172933.18,reference-derived scenario
19029,LOW,7,Public transport + Van - Uber/PickMe,771.8,0.909,35128.26,reference-derived scenario
19030,HIGH,8,Van - Uber/PickMe,524.74,0.0,94393.98,reference-derived scenario
19031,HIGH,16,Public transport + 2 Vans - Uber/PickMe,219.82,0.643,39511.2,reference-derived scenario
19032,MID,6,Public transport + Van - Uber/PickMe,251.74,0.686,21317.47,reference-derived scenario
19033,MID,14,2 Minivans - Uber/PickMe,205.81,0.0,53091.52,reference-derived scenario
19034,LOW,19,Public transport + 2 Vans - Uber/PickMe,760.69,0.449,186702.66,reference-derived scenario
19035,LOW,9,Public transport + Van - Uber/PickMe,915.12,0.479,99180.34,reference-derived scenario
19036,MID,16,Public transport + 2 Vans - Uber/PickMe,811.38,0.517,187449.87,reference-derived scenario
19037,MID,4,Van - Uber/PickMe,88.47,0.0,16172.55,reference-derived scenario
19038,LOW,17,Public transport + 2 Vans - Uber/PickMe,874.09,0.462,214591.9,reference-derived scenario
19039,HIGH,19,Private driver + 2 Vans,706.51,0.0,258679.78,reference-derived scenario
19040,HIGH,14,Private driver + Van,723.1,0.0,131727.78,reference-derived scenario
19041,HIGH,11,Van - Uber/PickMe,227.44,0.0,37889.52,reference-derived scenario
19042,LOW,13,Public transport + Van - Uber/PickMe,97.22,0.476,14241.06,reference-derived scenario
19043,MID,8,Public transport + Van - Uber/PickMe,723.34,0.582,65677.45,reference-derived scenario
19044,MID,15,Van - Uber/PickMe,948.34,0.0,176071.13,reference-derived scenario
19045,LOW,7,Public transport + Van - Uber/PickMe,537.96,0.513,54822.47,reference-derived scenario
19046,HIGH,10,Public transport + Van - Uber/PickMe,454.37,0.926,29460.05,reference-derived scenario
19047,MID,3,Public transport + Minivan - Uber/PickMe,903.4,0.625,53555.64,reference-derived scenario
19048,MID,8,Public transport + Van - Uber/PickMe,496.78,0.769,34607.22,reference-derived scenario
19049,LOW,7,Public transport + Van - Uber/PickMe,933.84,0.385,116241.83,reference-derived scenario
19050,LOW,15,Public transport + Van - Uber/PickMe,375.77,0.805,34445.9,reference-derived scenario
19051,LOW,18,Public transport + 2 Vans - Uber/PickMe,768.91,0.933,79387.34,reference-derived scenario
19052,MID,2,Van - Uber/PickMe,224.84,0.0,44181.73,reference-derived scenario
19053,LOW,4,Public transport + Tuk/Taxi,758.58,0.367,48659.06,reference-derived scenario
19054,MID,11,Public transport + Van - Uber/PickMe,877.38,0.454,113863.76,reference-derived scenario
19055,LOW,19,Public transport + 2 Vans - Uber/PickMe,217.96,0.924,25120.03,reference-derived scenario
19056,MID,20,2 Vans - Uber/PickMe,93.17,0.0,35701.83,reference-derived scenario
19057,HIGH,4,Public transport + Tuk/Taxi,489.7,0.915,13313.4,reference-derived scenario
19058,MID,9,Van - Uber/PickMe,12.27,0.0,3245.39,reference-derived scenario
19059,MID,4,Public transport + Van - Uber/PickMe,475.67,0.734,30652.45,reference-derived scenario
19060,LOW,8,Public transport + Van - Uber/PickMe,134.36,0.43,18286.63,reference-derived scenario
19061,MID,15,Van - Uber/PickMe,896.3,0.0,152433.22,reference-derived scenario
19062,LOW,15,Public transport + Van - Uber/PickMe,250.18,0.577,32521.07,reference-derived scenario
19063,LOW,14,Public transport + 2 Minivans - Uber/PickMe,856.16,0.84,75565.61,reference-derived scenario
19064,LOW,1,Public transport + Tuk/Taxi,237.87,0.375,13484.76,reference-derived scenario
19065,HIGH,19,Public transport + 2 Vans - Uber/PickMe,15.6,0.619,6672.24,reference-derived scenario
19066,MID,15,Van - Uber/PickMe,868.89,0.0,167595.9,reference-derived scenario
19067,MID,20,2 Vans - Uber/PickMe,267.01,0.0,102888.78,reference-derived scenario
19068,MID,1,Tuk/Taxi - Uber/PickMe,341.52,0.0,26671.55,reference-derived scenario
19069,MID,3,Tuk/Taxi - Uber/PickMe,486.37,0.0,36676.26,reference-derived scenario
19070,LOW,13,Public transport + Van - Uber/PickMe,22.03,0.473,4185.66,reference-derived scenario
19071,LOW,6,Public transport + Minivan - Uber/PickMe,942.06,0.755,52617.49,reference-derived scenario
19072,LOW,12,Public transport + Van - Uber/PickMe,375.95,0.898,25292.02,reference-derived scenario
19073,HIGH,4,Minivan - Uber/PickMe,499.85,0.0,58051.28,reference-derived scenario
19074,MID,17,Public transport + 2 Vans - Uber/PickMe,638.41,0.935,61682.99,reference-derived scenario
19075,LOW,1,Public transport + Tuk/Taxi,497.41,0.55,18006.87,reference-derived scenario
19076,MID,15,Van - Uber/PickMe,726.1,0.0,135668.08,reference-derived scenario
19077,LOW,5,Public transport + Van - Uber/PickMe,390.8,0.445,47359.38,reference-derived scenario
19078,HIGH,18,Public transport + 2 Vans - Uber/PickMe,166.7,0.834,23641.55,reference-derived scenario
19079,HIGH,6,Van - Uber/PickMe,945.1,0.0,162730.9,reference-derived scenario
19080,LOW,5,Public transport + Minivan - Uber/PickMe,173.96,0.522,13799.8,reference-derived scenario
19081,MID,10,Public transport + Van - Uber/PickMe,121.75,0.817,10055.46,reference-derived scenario
19082,MID,15,Van - Uber/PickMe,300.51,0.0,58457.48,reference-derived scenario
19083,HIGH,7,Minivan - Uber/PickMe,68.15,0.0,9704.1,reference-derived scenario
19084,MID,11,Van - Uber/PickMe,732.86,0.0,133003.98,reference-derived scenario
19085,MID,6,Minivan - Uber/PickMe,574.0,0.0,68675.61,reference-derived scenario
19086,LOW,18,Public transport + 2 Vans - Uber/PickMe,222.72,0.808,35810.67,reference-derived scenario
19087,HIGH,19,Private driver + 2 Vans,675.48,0.0,242120.01,reference-derived scenario
19088,HIGH,18,2 Vans - Uber/PickMe,746.24,0.0,280653.67,reference-derived scenario
19089,MID,4,Van - Uber/PickMe,497.85,0.0,93825.13,reference-derived scenario
19090,LOW,12,Public transport + Van - Uber/PickMe,191.83,0.695,21235.12,reference-derived scenario
19091,LOW,11,Public transport + Van - Uber/PickMe,569.43,0.648,55021.47,reference-derived scenario
19092,HIGH,11,Van - Uber/PickMe,717.77,0.0,121661.27,reference-derived scenario
19093,HIGH,4,Van - Uber/PickMe,535.38,0.0,87489.53,reference-derived scenario
19094,LOW,3,Public transport + Minivan - Uber/PickMe,682.21,0.434,55799.4,reference-derived scenario
19095,LOW,15,Public transport + Van - Uber/PickMe,838.35,0.745,85519.4,reference-derived scenario
19096,LOW,2,Public transport + Tuk/Taxi,285.18,0.705,8234.99,reference-derived scenario
19097,LOW,2,Public transport + Minivan - Uber/PickMe,349.51,0.813,11440.89,reference-derived scenario
19098,MID,17,2 Vans - Uber/PickMe,910.84,0.0,297254.05,reference-derived scenario
19099,LOW,6,Public transport + Van - Uber/PickMe,796.91,0.403,93403.63,reference-derived scenario
19100,MID,14,2 Minivans - Uber/PickMe,337.75,0.0,85175.48,reference-derived scenario
19101,LOW,13,Public transport + Van - Uber/PickMe,796.04,0.775,74824.62,reference-derived scenario
19102,LOW,16,Public transport + 2 Vans - Uber/PickMe,252.23,0.574,50572.29,reference-derived scenario
19103,LOW,20,Public transport + 2 Vans - Uber/PickMe,784.56,0.881,93463.91,reference-derived scenario
19104,LOW,14,Public transport + 2 Minivans - Uber/PickMe,124.64,0.922,11737.22,reference-derived scenario
19105,HIGH,8,Private driver + Van,835.53,0.0,136370.81,reference-derived scenario
19106,LOW,10,Public transport + Van - Uber/PickMe,803.0,0.787,64988.68,reference-derived scenario
19107,MID,10,Van - Uber/PickMe,650.02,0.0,109433.78,reference-derived scenario
19108,LOW,4,Public transport + Minivan - Uber/PickMe,328.43,0.591,20624.99,reference-derived scenario
19109,HIGH,8,Van - Uber/PickMe,874.35,0.0,165922.7,reference-derived scenario
19110,HIGH,20,2 Vans - Uber/PickMe,54.5,0.0,23007.88,reference-derived scenario
19111,HIGH,16,Private driver + 2 Vans,944.54,0.0,336787.21,reference-derived scenario
19112,LOW,2,Public transport + Minivan - Uber/PickMe,857.82,0.539,49672.37,reference-derived scenario
19113,MID,2,Public transport + Tuk/Taxi,801.99,0.879,13946.19,reference-derived scenario
19114,MID,10,Public transport + Van - Uber/PickMe,290.47,0.455,32948.53,reference-derived scenario
19115,HIGH,8,Public transport + Van - Uber/PickMe,79.21,0.699,7339.86,reference-derived scenario
19116,MID,5,Public transport + Van - Uber/PickMe,391.64,0.926,14303.7,reference-derived scenario
19117,MID,8,Public transport + Van - Uber/PickMe,637.92,0.805,42632.42,reference-derived scenario
19118,LOW,10,Public transport + Van - Uber/PickMe,140.17,0.6,14771.06,reference-derived scenario
19119,HIGH,12,Private driver + Van,607.79,0.0,104973.99,reference-derived scenario
19120,HIGH,7,Minivan - Uber/PickMe,337.38,0.0,41514.04,reference-derived scenario
19121,HIGH,17,2 Vans - Uber/PickMe,837.71,0.0,321293.04,reference-derived scenario
19122,LOW,7,Public transport + Van - Uber/PickMe,743.82,0.7,58124.02,reference-derived scenario
19123,LOW,14,Public transport + 2 Minivans - Uber/PickMe,629.19,0.351,124994.49,reference-derived scenario
19124,LOW,16,Public transport + 2 Vans - Uber/PickMe,171.75,0.401,44179.41,reference-derived scenario
19125,LOW,5,Public transport + Minivan - Uber/PickMe,875.91,0.568,57570.04,reference-derived scenario
19126,MID,20,2 Vans - Uber/PickMe,398.77,0.0,138573.4,reference-derived scenario
19127,MID,9,Public transport + Van - Uber/PickMe,521.17,0.784,35475.48,reference-derived scenario
19128,MID,15,Public transport + Van - Uber/PickMe,115.45,0.876,11888.46,reference-derived scenario
19129,HIGH,18,2 Vans - Uber/PickMe,296.28,0.0,109728.67,reference-derived scenario
19130,LOW,20,Public transport + 2 Vans - Uber/PickMe,342.77,0.627,65838.82,reference-derived scenario
19131,MID,18,2 Vans - Uber/PickMe,690.56,0.0,247593.79,reference-derived scenario
19132,MID,13,Van - Uber/PickMe,244.22,0.0,42863.57,reference-derived scenario
19133,MID,8,Public transport + Van - Uber/PickMe,7.71,0.804,2286.94,reference-derived scenario
19134,LOW,18,Public transport + 2 Vans - Uber/PickMe,626.17,0.816,88455.27,reference-derived scenario
19135,HIGH,18,Public transport + 2 Vans - Uber/PickMe,545.97,0.613,115308.35,reference-derived scenario
19136,HIGH,1,Private driver + Tuk,225.81,0.0,21535.51,reference-derived scenario
19137,LOW,10,Public transport + Van - Uber/PickMe,729.24,0.401,87672.64,reference-derived scenario
19138,LOW,3,Public transport + Minivan - Uber/PickMe,245.16,0.796,10099.08,reference-derived scenario
